Company Name,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose Scope 3 use of product emissions?,Q13L4|Does the company disclose its membership and involvement in organisations or coalitions dedicated specifically to climate issues?,Q14L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q15L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q16L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q17L4|Does the company undertake climate scenario planning?,Q18L4|Does the company disclose an internal price of carbon?,Q19L4|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?
Suzano,Brazil,BRA,Paper,Yes,large,BRSUZBACNOR0,B02GKC7,01/11/2023,19/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No
Suzano,Brazil,BRA,Paper,Yes,large,BRSUZBACNOR0,B02GKC7,01/09/2022,06/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,No
Suzano,Brazil,BRA,Paper,Yes,large,BRSUZBACNOR0,B02GKC7,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not applicable,No,Yes,No,No,No,No,No
Suzuki,Japan,JPN,Autos,Yes,large,JP3397200001,6865504,01/11/2023,22/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
Suzuki,Japan,JPN,Autos,Yes,large,JP3397200001,6865504,01/09/2022,08/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
Suzuki,Japan,JPN,Autos,Yes,large,JP3397200001,6865504,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No
Sylvamo,United States of America,USA,Paper,No,small,US8713321029,BMW72C8,01/11/2023,15/01/2023,2,new,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Not Applicable,No,Yes,No,No,No,No,No
Symrise,Germany,DEU,Chemicals,No,large,DE000SYM9999,B1JB4K8,01/11/2023,04/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No
Symrise,Germany,DEU,Chemicals,No,large,DE000SYM9999,B1JB4K8,01/09/2022,07/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,No
Symrise,Germany,DEU,Chemicals,No,large,DE000SYM9999,B1JB4K8,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,No
Syrah Resources,Australia,AUS,Diversified Mining,No,small,AU000000SYR9,B23HV20,01/11/2023,26/04/2023,2,new,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Sysco,United States of America,USA,Consumer Goods,No,large,US8718291078,2868165,01/11/2023,27/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,No,Yes,No,No,No
T-Mobile,United States of America,USA,Services,No,large,US8725901040,B94Q9V0,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,Yes,No,Yes,No
TATNEFT,Russia,RUS,Oil & Gas,No,large,RU0009033591;RU0006944147;US8766292051,B59BXN2;B5B1TJ8;BYY37Q7,01/09/2022,06/05/2022,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
TATNEFT,Russia,RUS,Oil & Gas,No,large,RU0009033591;RU0006944147;US8766292051,B59BXN2;B5B1TJ8;BYY37Q7,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
TC Energy,Canada,CAN,Oil & Gas Distribution,Yes,large,CA87807B1076,BJMY6G0;BJMY6F9,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
TC Energy,Canada,CAN,Oil & Gas Distribution,Yes,large,CA87807B1076,BJMY6G0;BJMY6F9,01/09/2022,07/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
TC Energy,Canada,CAN,Oil & Gas Distribution,Yes,large,CA87807B1076,BJMY6G0;BJMY6F9,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
TDK,Japan,JPN,Other Industrials,No,large,JP3538800008,6869302,01/11/2023,29/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,Yes,Yes,Yes,Yes
TE Connectivity,United States of America,USA,Other Industrials,No,large,CH0102993182,B62B7C3,01/11/2023,03/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
TE Connectivity,United States of America,USA,Other Industrials,No,large,CH0102993182,B62B7C3,01/09/2022,07/05/2022,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,No,No,No,No,No
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/11/2023,03/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/09/2022,08/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes,No
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes,No
TIng Hsin,China,CHN,Food Producers,No,large,KYG8878S1030,#N/A,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
TJX,United States of America,USA,Consumer Goods,No,large,US8725401090,2989301,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,Yes,Yes,Yes,No
Taiheiyo Cement,Japan,JPN,Cement,No,medium,JP3449020001,6660204,01/11/2023,13/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Taiheiyo Cement,Japan,JPN,Cement,No,medium,JP3449020001,6660204,01/09/2022,08/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Taiheiyo Cement,Japan,JPN,Cement,No,medium,JP3449020001,6660204,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Not applicable,No,Yes,No,Yes,Yes,No,No
Taiwan Cement,Taiwan,TWN,Cement,No,large,TW0001101004,6869937,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,No,Yes,No,No
Taiwan Cement,Taiwan,TWN,Cement,No,large,TW0001101004,6869937,01/09/2022,08/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,No,No,No,No
Taiwan Cement,Taiwan,TWN,Cement,No,large,TW0001101004,6869937,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not applicable,No,Yes,No,No,No,No,No
Taiwan Semiconductor Manufacturing,Taiwan,TWN,Other Industrials,No,large,TW0002330008,6889106,01/11/2023,27/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Tangshan Jidong Cement,China,CHN,Cement,No,small,CNE000000GX5,6889946,01/11/2023,24/04/2023,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Targa Resources,United States of America,USA,Oil & Gas Distribution,No,medium,US87612G1013,B55PZY3,01/11/2023,12/05/2023,3,up,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No
Targa Resources,United States of America,USA,Oil & Gas Distribution,No,medium,US87612G1013,B55PZY3,01/09/2022,07/05/2022,2,unchanged,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Targa Resources,United States of America,USA,Oil & Gas Distribution,No,medium,US87612G1013,B55PZY3,01/11/2021,31/03/2021,2,unchanged,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Target,United States of America,USA,Services,No,large,US87612E1064,2259101,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,No,Yes,No,Yes,Yes,No,No
Tasnee,Saudi Arabia,SAU,Steel,No,medium,SA0007879170,B136MP0,01/11/2023,24/04/2023,1,new,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Tata Motors,India,IND,Autos,No,large,INE155A01022,B611LV1,01/11/2023,27/04/2023,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No
Tata Motors,India,IND,Autos,No,large,INE155A01022,B611LV1,01/09/2022,06/05/2022,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
Tata Power,India,IND,Coal Mining,No,large,INE245A01021,B6Z1L73,01/11/2023,24/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
Tata Power,India,IND,Coal Mining,No,large,INE245A01021,B6Z1L73,01/09/2022,22/03/2022,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No
Tata Steel,India,IND,Steel,No,large,INE081A01012;INE00BYW9529,6101156;BG02FM4,01/11/2023,21/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,No,Yes,Yes,No
Tata Steel,India,IND,Steel,No,large,INE081A01012;INE00BYW9529,6101156;BG02FM4,01/09/2022,06/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,No,Yes,No
Tata Steel,India,IND,Steel,No,large,INE081A01012;INE00BYW9529,6101156;BG02FM4,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,No,Yes,No
Tate & Lyle,United Kingdom,GBR,Food Producers,No,medium,GB00BP92CJ43,BP92CJ4,01/11/2023,07/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No
Tbea,China,CHN,Coal Mining,No,unlisted,CNE000000RB8,6003973,01/11/2023,01/03/2023,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Tbea,China,CHN,Coal Mining,No,unlisted,CNE000000RB8,6003973,01/09/2022,15/04/2022,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Teck Resources (Coal Mining),Canada,CAN,Coal Mining,Yes,medium,CA8787422044,2879327;2124533,01/11/2023,10/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Teck Resources (Coal Mining),Canada,CAN,Coal Mining,Yes,medium,CA8787422044,2879327;2124533,01/09/2022,06/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Teck Resources (Coal Mining),Canada,CAN,Coal Mining,Yes,medium,CA8787422044,2879327;2124533,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
Teck Resources (Diversified mining),Canada,CAN,Diversified Mining,Yes,medium,CA8787422044,2879327;2124533,01/11/2023,10/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Teck Resources (Diversified mining),Canada,CAN,Diversified Mining,Yes,medium,CA8787422044,2879327;2124533,01/09/2022,06/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Teck Resources (Diversified mining),Canada,CAN,Diversified Mining,Yes,medium,CA8787422044,2879327;2124533,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
Teijin,Japan,JPN,Chemicals,No,medium,JP3544000007,6880507,01/11/2023,04/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Telefonica,Spain,ESP,Services,No,large,ES0178430E18,5732524,01/11/2023,25/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/11/2023,10/03/2023,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Not Applicable,No,Yes,No,No,Yes,No,No
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/09/2022,15/04/2022,2,up,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Not applicable,No,No,No,No,No,No,No
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Not applicable,No,No,No,No,No,No,No
Tenaris,Italy,ITA,Steel,No,large,LU0156801721,7538515,01/11/2023,25/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,No,No,Yes,No
Tenaris,Italy,ITA,Steel,No,large,LU0156801721,7538515,01/09/2022,15/04/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,No,No,No,No,No
Tenaris,Italy,ITA,Steel,No,large,LU0156801721,7538515,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Not applicable,No,Yes,No,No,No,No,No
Tencent,China,CHN,Services,No,large,KYG875721634,BMMV2K8,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
Tennessee Valley Authority,United States of America,USA,Electricity Utilities,No,unlisted,0,"",01/11/2023,31/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Not applicable,Yes,No,No,No,No,No,No
Tennessee Valley Authority,United States of America,USA,Electricity Utilities,No,unlisted,0,"",01/12/2022,31/03/2022,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,No,No,Yes,No,No
Tennessee Valley Authority,United States of America,USA,Electricity Utilities,No,unlisted,0,"",01/11/2021,31/03/2021,2,new,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Not applicable,No,No,No,No,No,No,No
Terna,Italy,ITA,Electricity Utilities,No,medium,IT0003242622,B01BN57,01/11/2023,19/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,No,Yes,No
Terna,Italy,ITA,Electricity Utilities,No,medium,IT0003242622,B01BN57,01/09/2022,05/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
Terna,Italy,ITA,Electricity Utilities,No,medium,IT0003242622,B01BN57,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Tesla,United States of America,USA,Autos,No,large,US88160R1014,B616C79,01/11/2023,17/04/2023,2,up,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
Tesla,United States of America,USA,Autos,No,large,US88160R1014,B616C79,01/09/2022,15/04/2022,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Tesla,United States of America,USA,Autos,No,large,US88160R1014,B616C79,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Texas Instruments,United States of America,USA,Other Industrials,No,large,US8825081040,2885409,01/11/2023,25/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,No,No,No,No,No
Textron,United States of America,USA,Other Industrials,No,medium,US8832031012,2885937,01/11/2023,05/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,Yes,No,Yes,No
Thermo Fisher Scientific,United States of America,USA,Other Industrials,No,large,US8835561023,2886907,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
Thungela Resources,South Africa,ZAF,Coal Mining,No,small,ZAE000296554,BMV3M27,01/11/2023,25/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No
ThyssenKrupp,Germany,DEU,Steel,Yes,large,DE0007500001,5636927,01/11/2023,19/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
ThyssenKrupp,Germany,DEU,Steel,Yes,large,DE0007500001,5636927,01/09/2022,07/07/2022,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
ThyssenKrupp,Germany,DEU,Steel,Yes,large,DE0007500001,5636927,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,No,Yes,No,Yes,No,Yes,No
Tofas,Turkey,TUR,Autos,No,large,TRATOASO91H3,B03MY33,01/11/2023,19/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/11/2023,29/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,Yes,Yes,Yes,No
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/09/2022,07/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes,No
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes,No
Tokushu Tokai Paper,Japan,JPN,Paper,No,small,JP3624900001,B1TK212,01/11/2023,05/05/2023,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,No,Yes,No,No,Yes,No,No
Tokushu Tokai Paper,Japan,JPN,Paper,No,small,JP3624900001,B1TK212,01/09/2022,08/05/2022,1,unchanged,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Not applicable,No,Yes,No,No,No,No,No
Tokushu Tokai Paper,Japan,JPN,Paper,No,small,JP3624900001,B1TK212,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No,No
Tokuyama,Japan,JPN,Cement,No,medium,JP3625000009,6895761,01/11/2023,26/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Tokuyama,Japan,JPN,Cement,No,medium,JP3625000009,6895761,01/09/2022,08/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,No,Yes,Yes,Yes,No
Tokuyama,Japan,JPN,Cement,No,medium,JP3625000009,6895761,01/11/2021,31/03/2021,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,No,Yes,No,Yes,No
Tokyo Gas,Japan,JPN,Oil & Gas Distribution,No,large,JP3573000001,6895448,01/11/2023,25/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Tokyo Steel Manufacturing,Japan,JPN,Steel,No,small,JP3579800008,6895879,01/11/2023,30/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Toray Industries,Japan,JPN,Chemicals,Yes,large,JP3621000003,6897143,01/11/2023,03/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Toray Industries,Japan,JPN,Chemicals,Yes,large,JP3621000003,6897143,01/09/2022,08/05/2022,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Toray Industries,Japan,JPN,Chemicals,Yes,large,JP3621000003,6897143,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Torrent Power,India,IND,Electricity Utilities,No,medium,INE813H01021,B1JLL30,01/11/2023,24/04/2023,1,new,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Toshiba,Japan,JPN,Consumer Goods,No,large,JP3592200004,6897217,01/11/2023,04/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Tosoh,Japan,JPN,Cement,No,medium,JP3595200001,6900289,01/11/2023,25/04/2023,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,No,Yes,Yes,Yes,No
Tosoh,Japan,JPN,Cement,No,medium,JP3595200001,6900289,01/09/2022,08/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,No,Yes,Yes,Yes,No
Tosoh,Japan,JPN,Cement,No,medium,JP3595200001,6900289,01/11/2021,31/03/2021,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,No,No,Yes,Yes,No
TotalEnergies,France,FRA,Oil & Gas,Yes,large,FR0000120271,B15C557;B128WJ1,01/11/2023,05/05/2023,4,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
TotalEnergies,France,FRA,Oil & Gas,Yes,large,FR0000120271,B15C557;B128WJ1,01/09/2022,12/07/2022,4STAR,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
TotalEnergies,France,FRA,Oil & Gas,Yes,large,FR0000120271,B15C557;B128WJ1,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
Toyo Seikan Group,Japan,JPN,Steel,No,medium,JP3613400005,6900267,01/11/2023,01/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,Yes,Yes,No,No
Toyo Suisan Kaisha,Japan,JPN,Food Producers,No,medium,JP3613000003,6899967,01/11/2023,17/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
